y_test;y_test_pred;y_test_pred_proba
1;1;0.30108552376535
1;1;0.43445727980795745
0;1;0.4253069040264986
0;1;0.40436348753916823
1;0;0.6340011914739542
0;0;0.6228843633387398
1;0;0.6322986767208931
1;1;0.5
0;0;0.624649639398793
0;0;0.62219642664451
1;1;0.25024003803752204
1;0;0.5880533207593814
1;0;0.7084333726002068
0;0;0.5288893464953001
1;1;0.4307732007221396
1;1;0.4305164351858441
1;1;0.5
1;0;0.6159930154353648
0;1;0.46179123090728397
1;1;0.42858402971518234
1;0;0.6272713421235439
0;1;0.43792257898033893
1;0;0.7257179671072324
1;1;0.5
0;0;0.5239278804912434
0;0;0.7258772553082588
0;1;0.4051685758128965
1;1;0.3541340322165788
0;0;0.6232487247096969
0;1;0.4246353091745898
0;0;0.5220467922494699
1;1;0.33476157989583677
1;0;0.7623932471795617
0;0;0.7148770567659671
1;1;0.42481608714871516
0;0;0.54215389246016
1;1;0.4254340640950524
1;1;0.42411638691092796
1;1;0.35506492386305355
0;0;0.5380271661051365
1;1;0.2989175803638762
1;1;0.4248329270257607
0;0;0.7167416214627077
1;1;0.4612402924980438
1;1;0.5
0;1;0.4050642095959413
0;0;0.5271145913882842
1;0;0.7014973057200365
1;0;0.6334067804540813
1;1;0.43924380149846426
1;1;0.30179828898579414
1;1;0.42961610464740374
0;1;0.40495376749890416
1;0;0.6208847689632464
1;1;0.4236811026439801
1;1;0.3604538687161754
0;0;0.682568629621303
1;0;0.536492557512553
0;0;0.6213488702233183
0;0;0.623157790179945
1;1;0.4188040463449202
0;1;0.4253379411257647
0;0;0.5291500091807162
1;1;0.4261612969756579
1;1;0.42505320722989887
1;0;0.6316796688943438
1;1;0.300564639453554
1;1;0.35988340630687
1;1;0.40471191940664214
0;0;0.7122177655000155
1;1;0.3548927356768145
0;1;0.4615110950651707
1;1;0.35439710007528147
1;0;0.6022890484835082
0;1;0.484127266141791
0;0;0.7433798641585109
0;0;0.6219547801598393
0;0;0.5757861748118825
0;0;0.5384635563870178
0;0;0.6265216517034891
1;0;0.6329979516720445
0;1;0.437934039088507
1;1;0.4192070970785182
1;0;0.6204159942797435
0;0;0.5252542800085274
0;0;0.6238079806315627
1;1;0.2997168675988743
1;1;0.2985325383749808
0;1;0.48455981268360626
0;1;0.4841628015718871
0;1;0.4262919840161777
0;1;0.33601572967553023
0;1;0.4249289856007605
1;1;0.4245122040460842
1;1;0.3548628502018987
0;1;0.4843527205552643
0;1;0.4042112170141738
0;0;0.7180483718453282
1;1;0.43856088949972055
0;0;0.529494876368877
1;0;0.5104041421653808
1;1;0.29888143441330106
1;1;0.427924766059632
0;0;0.7171798853827197
0;0;0.6341539854652223
1;0;0.5243022835258948
0;0;0.5254914782594425
1;1;0.42508253252606437
0;1;0.4849312522934966
1;1;0.2513896249583259
1;1;0.4244766226544957
0;0;0.6259631899730161
1;1;0.4248007671372872
1;1;0.3008902677562237
1;1;0.36031966500731477
1;1;0.42457449014003945
1;1;0.4381886498941415
0;0;0.6260171908854077
0;1;0.33659211649421433
1;1;0.29906367065356654
0;1;0.3359251145920218
1;1;0.43784873939603247
1;1;0.42987360336942804
0;0;0.7661789260634532
1;1;0.3553642156467839
1;1;0.3540900037981877
1;0;0.535375230831099
0;0;0.716638250183005
0;1;0.40542863230982706
0;0;0.7156534835129027
0;1;0.40527233239968496
0;1;0.33628642739830034
0;0;0.6249297676844391
0;0;0.5244085778772506
1;1;0.3544407607433656
1;1;0.29902577450517487
1;0;0.6239103062031777
0;0;0.7139617615199442
0;1;0.3006949207159283
0;0;0.6212273809535755
1;1;0.2982786898198347
0;0;0.5367810384360507
1;1;0.4247861323815382
1;0;0.7444105301704632
1;1;0.5
0;0;0.5227206060659726
1;1;0.4040193528962821
0;0;0.6425670856814333
1;1;0.3596899223855442
0;0;0.6242529466565887
0;1;0.4250238120042931
0;1;0.4362514216693854
1;1;0.4249648117523836
0;0;0.7161922406603629
0;0;0.6230005017077611
1;1;0.4193413547130079
0;1;0.48443917497113304
0;0;0.5264141700732313
0;0;0.5205829557447185
1;1;0.3349934863800076
0;1;0.2980223906592521
1;1;0.4260305596350466
0;0;0.5397642939961157
0;1;0.437899453591958
0;1;0.4843188850234928
1;1;0.4394967346217282
0;0;0.5399798490683273
0;1;0.5
0;0;0.6242932351974527
1;0;0.5288271986898985
1;1;0.3602020222897701
0;0;0.5285735705229504
0;0;0.5383281727934149
1;1;0.4245093566458739
1;0;0.6325378369699961
1;1;0.5
1;1;0.2499359608325788
1;1;0.42094881150995656
1;1;0.35536262924397377
1;1;0.4392132156971846
0;0;0.5234459165043074
0;0;0.5373355434903038
0;0;0.5210721413996964
0;0;0.6259327510286401
1;1;0.4382329638246989
0;0;0.5300297513703847
0;0;0.7684062080511721
1;1;0.35452792419556955
0;1;0.5
1;1;0.42406350171849366
1;1;0.3021564222569753
1;1;0.2515275527914766
1;1;0.4378523816340234
1;1;0.4250392757085827
1;1;0.44059498116262175
1;1;0.5
0;1;0.4850050954549972
0;0;0.6267374657057492
1;1;0.4408454839621363
0;1;0.48491259745489673
0;1;0.2999126494134099
0;0;0.7265055365011592
1;1;0.33513206360989733
0;0;0.5258466726473939
0;0;0.7516935295312877
1;1;0.4404696455483784
0;1;0.437911050487429
0;0;0.5394402987888524
1;1;0.4048796932123252
0;0;0.5830918758767697
1;1;0.33574331183763323
1;1;0.3030880309227224
0;1;0.48433650322647953
0;0;0.6216887124842297
1;1;0.42505608119011323
0;0;0.6520450218628654
1;1;0.43821826183198115
0;1;0.2991943812896208
1;0;0.520337900011494
1;1;0.29945569649808285
0;0;0.5281109303931747
1;0;0.6234695032548119
1;1;0.5
0;1;0.3366791691415894
1;1;0.35163624917201686
1;1;0.2987364448279362
1;0;0.6918613405853705
0;0;0.5272981387545097
1;1;0.4235483612087373
0;0;0.5258282447098933
0;0;0.7099576220815382
0;1;0.4361236163019087
1;0;0.6334631567672419
0;0;0.7529014424811503
0;0;0.5376672041611622
1;0;0.603612735675797
0;1;0.2981742519335798
1;0;0.5984719888815406
0;1;0.43794543082908366
1;1;0.298481153151082
1;1;0.3598513146505128
0;1;0.4051377654391628
1;0;0.6305408533587668
1;1;0.42463959081703806
0;1;0.43781635858617657
1;1;0.3600535774153087
0;0;0.7379505553625567
1;1;0.3542219316175602
0;1;0.42527579676336535
0;0;0.571444788845448
0;0;0.6247489256710622
1;1;0.3547016189755451
1;1;0.4256970100959126
0;0;0.5355993850287941
1;1;0.43458577889198396
0;1;0.40491676429028944
0;1;0.4048536482915993
1;1;0.4234557183034077
1;1;0.5
0;0;0.6233382939074525
1;1;0.42486501673200333
1;0;0.5358231952817551
1;1;0.36026644527462065
1;1;0.36073080851823186
0;0;0.5248880039345121
1;1;0.43840398683957654
0;1;0.5
1;0;0.622937112723907
0;0;0.5207053680006789
0;0;0.528342415612122
1;0;0.6210715523876976
0;1;0.43850698061915006
1;1;0.4410957617932762
0;1;0.43573987813995546
0;1;0.5
