,y_train,y_lda_train_pred,y_lda_train_pred_proba
666,0,0,0.7441682360015252
765,0,0,0.8351634773299985
194,1,1,0.4793570088191086
280,1,1,0.15957860471722407
695,0,0,0.8563276940166644
359,1,1,0.2796727269575209
519,1,0,0.8346905536126883
1272,1,0,0.5925758951311864
839,1,1,0.33124034271871117
182,0,0,0.8289731120109287
1133,1,1,0.3380891452033473
1079,0,1,0.42416099950062447
110,1,0,0.7258619647126334
1219,0,0,0.6768783656077486
42,0,0,0.9117907479914521
746,0,0,0.793979213349004
1178,1,1,0.05678214746094001
204,0,1,0.3283844547382523
900,1,1,0.39926313718565487
52,0,0,0.9077606441217808
1175,1,1,0.05698619351537537
545,0,0,0.9561108810089785
68,1,1,0.27228759987764595
1347,1,1,0.2597003554060433
1220,0,0,0.6766010176742154
939,0,0,0.7512246011234927
898,1,1,0.39987146143337804
183,0,0,0.6621005622757028
137,0,0,0.8773501079025361
132,1,0,0.659801255660557
80,1,0,0.9342354931427183
1268,1,0,0.5937996567940346
105,1,0,0.5034573359751321
1255,0,0,0.9052489168813534
541,0,0,0.9563231916357943
809,0,0,0.958114387729404
480,1,1,0.24983557222688924
165,0,0,0.6576358274226682
248,1,1,0.08092873469585182
307,1,1,0.07993028143898007
446,1,1,0.14057511924556232
1258,0,0,0.9049221833137755
334,1,1,0.15862056503087474
1505,0,0,0.7827840090632275
97,0,0,0.5748494532369577
1160,0,1,0.02669418914099908
1545,1,1,0.2994432578431906
737,0,0,0.6471084714134064
1223,1,0,0.6757682291045639
918,0,0,0.5933039673615926
421,1,1,0.3422442120401643
102,1,0,0.5448484519609984
434,0,1,0.06886184942832196
74,1,0,0.5721383351763306
1403,0,0,0.5363832198025917
1433,0,0,0.8416946158844467
1422,0,0,0.7172172541327604
302,1,0,0.7953718995306869
1352,1,1,0.4390870552044024
1320,0,0,0.8672551775062913
1279,1,0,0.5904315545588875
762,1,0,0.8356864070475942
733,0,0,0.6482656607730741
388,1,1,0.2033302117648177
235,1,1,0.319775686279566
1302,0,0,0.7587040880099055
267,1,1,0.4212072178090843
305,1,1,0.08011695189605128
864,0,0,0.6961136608814237
117,1,1,0.4949971497725385
1522,1,1,0.16385933166218447
673,0,0,0.742475014432578
249,1,1,0.08083448670000681
1138,1,1,0.33667203151348557
1239,0,0,0.8209951464065336
71,1,0,0.761013481383233
94,0,0,0.913965682168284
930,0,0,0.7533508927639427
33,0,1,0.15103657806877024
799,0,0,0.9159512061273556
1146,1,1,0.33441075479603555
448,1,1,0.1402690628557236
445,1,1,0.14072835679257534
771,0,0,0.8341136118195247
716,1,1,0.45610814047171433
1201,1,1,0.11055372450041001
1410,0,0,0.7202926046849288
988,0,0,0.6618729580295863
1185,1,1,0.056308707346341524
77,1,0,0.8236796597156695
84,0,0,0.6622360389724689
916,0,0,0.5939156485714678
82,1,1,0.33777986955359984
457,1,1,0.13889870425009254
1007,0,1,0.43953596829591246
676,0,0,0.741747111327236
1506,0,0,0.782568363597145
1120,1,1,0.1963165470661684
436,0,1,0.06869944458384525
770,0,0,0.83428896066084
644,0,0,0.5711736353800627
862,0,0,0.6966497736033876
1209,0,0,0.6796449822740902
994,1,0,0.6601684866603443
1247,1,0,0.8194997415266756
1169,1,1,0.057396353964447866
404,1,1,0.2000641028740029
1362,1,1,0.4359670454635758
1022,0,0,0.8036409849299315
1246,0,0,0.8196871985138446
104,0,0,0.7328795883017856
609,0,0,0.6832248229184217
1373,1,0,0.6183723476770213
688,0,0,0.8574160926421545
1430,0,0,0.8422007409496481
826,1,1,0.3349014068500985
1252,0,0,0.905574644795369
1080,0,1,0.4238513710079207
62,1,1,0.27379747362969575
281,1,1,0.15940864921369713
852,0,0,0.5224687583211773
778,0,0,0.8328820060516442
1058,0,1,0.26245868904642666
238,1,1,0.31894894113535965
223,1,1,0.32309397194206146
145,0,0,0.8036783487317629
1461,1,1,0.4438905971797519
373,1,1,0.10381006155883654
1284,1,0,0.5888977693344781
118,0,1,0.4610682689232245
1177,1,1,0.05685008640511813
1174,1,1,0.05705436182976287
250,1,1,0.08074033882115883
1509,1,1,0.16612996822783632
1417,0,0,0.7185011373565502
978,1,1,0.48255526843052154
9,0,1,0.1479971894948512
449,1,1,0.14011624387723454
967,1,1,0.4860382667632479
708,1,1,0.4586253011825794
255,1,1,0.08027109824591983
882,1,1,0.40474903311292676
593,0,1,0.4949799074174348
389,1,1,0.20312492175770092
1234,0,0,0.8219248447816841
1309,1,0,0.8688524626823984
557,0,0,0.9554680260909573
908,0,0,0.5963594433388928
1346,1,1,0.2599441720100226
922,0,0,0.7552306403028389
460,1,1,0.13844441962913312
723,0,0,0.6511510029268375
1444,0,0,0.8398275432236706
144,0,0,0.8038783046018498
501,0,0,0.9572370316375569
1144,1,1,0.3349753661430659
739,0,0,0.6465292280999787
1447,0,0,0.8393152586331417
868,0,0,0.695039836029899
731,0,0,0.6488436040730525
539,0,0,0.9071916181765026
177,1,1,0.32880462127581633
1511,1,1,0.16577900668358048
697,0,0,0.8560154556247745
1457,1,1,0.44514278581884026
1091,1,1,0.1014051491690563
1261,0,0,0.9045944418023515
985,0,0,0.6627236236824567
1560,1,1,0.4713239479294965
7,0,0,0.9826044651179
946,1,1,0.30190660758071775
667,0,0,0.7439267950590205
1212,0,0,0.6788163112807206
357,1,1,0.2801838239816048
783,0,0,0.9174997053072512
735,0,0,0.6476872827629601
329,1,1,0.15946840070914559
1097,1,1,0.10071409957521471
1200,1,1,0.11067845091693551
1167,0,1,0.026464578620638668
258,1,1,0.2468642444140412
964,1,1,0.48698842505911644
1228,1,0,0.823035484793019
372,1,1,0.10392806877707639
1151,1,1,0.026992251074542617
1311,0,0,0.8685632660503936
142,0,0,0.8042777543310944
525,0,0,0.9086752507759875
1188,1,1,0.11218479989620977
232,1,1,0.32060356561030845
1334,1,1,0.2628815330203865
1486,0,0,0.6345799107116852
440,0,1,0.06837569872944449
531,0,0,0.9080420383054616
1380,1,0,0.6162758592239721
226,1,1,0.3222627121458762
1078,0,1,0.42447068753978645
228,0,1,0.32170916267012484
1338,1,1,0.26190004401352585
1356,1,1,0.43783845918464026
212,1,1,0.32615147259876043
885,1,1,0.4038330229829188
79,0,0,0.915685048913913
148,0,0,0.8030775568932326
814,0,0,0.957859255855352
1181,1,1,0.05657878818329165
1001,0,1,0.14202480694841546
671,0,0,0.7429595380707745
1355,1,1,0.43815053501106516
555,0,0,0.9555757885564438
1137,1,1,0.3369552203638452
133,1,1,0.47986856082603735
1157,0,1,0.026793185725559998
933,0,0,0.7526434892807093
1331,1,1,0.2636192008970615
823,1,1,0.33574911712898126
408,1,1,0.3459639801019072
368,1,1,0.10440128420577355
507,0,0,0.8802555550898902
1235,0,0,0.8217392081876452
504,1,0,0.7053983521399243
1392,0,0,0.5398493957132806
347,1,1,0.2827478459636097
1387,1,0,0.6141750395880838
386,1,1,0.20374125524217068
0,0,0,0.9675545799067027
1408,0,0,0.7208031697230699
360,1,1,0.2794173924309
894,1,1,0.40108903511123306
828,1,1,0.3343368574913915
1500,0,0,0.7838599177360192
475,1,1,0.2510254968697019
1339,1,1,0.2616550415014859
57,0,1,0.042149460575000464
637,0,0,0.8156682311312529
1365,1,1,0.4350320187073
1562,1,1,0.4706921790144324
652,0,0,0.5686876393375355
172,0,1,0.23613140494798535
450,1,1,0.1399635642857382
125,0,0,0.9495308150591888
38,0,0,0.6038506371009544
530,0,0,0.9081478470462627
857,0,0,0.5208869879032272
713,1,1,0.4570518200180481
90,0,0,0.9735662132989424
1547,1,1,0.2989116177258735
181,0,0,0.9230171220247962
875,0,0,0.6931555306482775
1277,1,0,0.5910445781149096
786,0,0,0.9172113531143439
414,1,1,0.3442447893810815
251,1,1,0.08064629097540366
69,0,1,0.014784523875941313
803,0,0,0.9584185963546786
131,0,0,0.8030372786909253
300,0,0,0.7957842733266653
1067,0,1,0.26025596282536356
326,1,1,0.15997886244165738
1531,1,1,0.30317983623923606
1455,1,1,0.44576914244275156
499,1,0,0.6087021640867185
338,1,1,0.1579449330983248
28,0,0,0.9754830879023219
1040,1,1,0.13950522060637982
1424,0,0,0.7167027088674589
945,1,1,0.3021738750450298
169,1,0,0.8597106625311433
912,0,0,0.5951381354762937
491,1,1,0.17875511372767794
953,1,1,0.3000394995668558
1032,1,1,0.14072720789031534
587,0,1,0.49688147992751386
750,0,0,0.7931484485302941
657,0,0,0.5671321239814483
234,0,1,0.3200515202161973
732,0,0,0.6485546868473142
1458,1,1,0.44482967271930385
1283,1,0,0.5892046656415209
934,0,0,0.7524073856602036
108,1,0,0.5360183716454308
568,0,0,0.9782507181478924
890,1,1,0.40230783086328004
947,1,1,0.3016394743273121
1057,0,1,0.2627041763185297
884,1,1,0.40413828555744924
1322,1,0,0.8669629979761317
850,0,0,0.5231013421123432
734,0,0,0.6479765260212437
717,1,1,0.4557936502981088
454,1,1,0.13935423842671124
264,1,1,0.07943273385001148
75,0,0,0.7500204665114151
444,1,1,0.06805336704145792
395,1,1,0.2018964253510298
176,0,0,0.5478781693239294
1042,1,1,0.13920111628547005
1507,0,0,0.7823525635698941
1098,1,1,0.10059933201952953
1361,1,1,0.4362788225997456
595,0,1,0.49434607947022413
61,0,0,0.8309980263239328
872,0,0,0.6939638848686579
1170,1,1,0.05732780188138753
1469,0,0,0.6395630606099745
278,1,1,0.15991895607048812
36,0,0,0.9124006374723682
662,0,0,0.7451325048925276
1414,0,0,0.7192697632110829
1132,1,1,0.33837291799448643
977,1,1,0.4828718397018227
738,0,0,0.6468189036660281
191,0,0,0.8203178004313298
919,1,0,0.5929980180865273
456,1,1,0.13905041004439134
675,0,0,0.7419898946386285
760,0,0,0.7910607132811809
1415,0,0,0.7190136968049188
728,0,0,0.6497097009549047
412,1,1,0.3448174025898223
825,1,1,0.3351838589305006
616,0,0,0.6813009887013888
114,0,0,0.5364441587014916
417,1,1,0.3433867176793838
1491,0,0,0.7857868131450487
969,1,1,0.4854048835346545
604,0,0,0.6845951685797493
1497,0,0,0.7845036077894407
89,0,0,0.9494578584644292
848,0,0,0.5237338517997031
1196,1,1,0.11117858926614865
1496,0,0,0.7847178619153807
753,0,0,0.7925237515504965
498,1,0,0.5179292744990236
11,0,0,0.9735868955329915
396,1,1,0.20169221646069369
284,1,1,0.4159619812017382
1066,0,1,0.2605001175027549
690,0,0,0.8571058249240707
1286,1,0,0.5882837693885876
1466,1,1,0.4423263650023195
689,0,0,0.8572610290487755
851,0,0,0.5227850593534403
159,1,1,0.050502981722429174
895,1,1,0.40078452658243124
1251,0,0,0.9056829976840538
257,1,1,0.24710003242611644
335,1,1,0.15845143749279378
1470,0,0,0.6392707528265795
1039,1,1,0.1396574814029462
515,1,0,0.7047822989792693
1015,0,0,0.538366585094485
768,0,0,0.8346392126911908
1375,1,0,0.6177737969640931
761,0,0,0.8358604205328285
1155,0,1,0.026859381701246687
521,0,0,0.9090952108849427
22,0,0,0.929317393392697
356,1,1,0.2804395863069925
1330,1,1,0.2638653852972168
340,1,1,0.15760799480612586
431,0,1,0.06910612339954803
473,1,1,0.25150252040943333
217,1,1,0.3247598458719958
911,0,0,0.595443573524077
1260,0,0,0.904703801107947
1011,0,0,0.6630482635966819
1524,1,1,0.16351222638835694
93,0,0,0.6619453202829189
1008,0,1,0.36773213516332426
1070,0,1,0.4269503076750969
1092,1,1,0.10128968283232087
696,0,0,0.8561716453170571
1404,0,0,0.5360679334106648
996,1,0,0.6595994037589963
153,0,0,0.7903324728699328
1099,1,1,0.10048468063249494
1358,1,1,0.43721445532448866
1565,1,1,0.4697447023139172
789,0,0,0.9169220843407024
580,0,0,0.9779246635941864
703,1,1,0.4601996079282844
1316,1,0,0.8678379061797561
487,1,1,0.0887712701315092
559,0,0,0.9553600144312624
1141,1,1,0.33582316910418786
1119,1,1,0.19651665303244958
801,0,0,0.9585195287422466
512,0,1,0.42399412736852815
633,0,0,0.8164294841930678
1159,0,1,0.026727148411709867
1400,0,0,0.5373289034720805
1150,0,1,0.027025568143188017
790,0,0,0.9168254573383723
116,1,0,0.7262025251539489
740,1,0,0.6462394448879849
1081,0,1,0.4235418022932944
830,1,1,0.33377278221756557
119,0,0,0.949530815059885
656,0,0,0.5674433339557516
1488,0,0,0.7864263282216583
635,0,0,0.8160491626864146
369,1,1,0.10428280219784081
268,1,1,0.16162953351707188
655,0,0,0.5677544907147856
935,0,0,0.7521711308840072
822,1,1,0.3360319229403588
866,0,0,0.6955770147132245
46,0,0,0.9308714446052012
1349,1,1,0.4400240094370036
991,0,0,0.6610212442777259
876,0,0,0.6928858149521232
773,0,0,0.8337624682448166
1567,1,1,0.46911317189124535
4,0,0,0.9749048962715321
1003,1,1,0.031498201653819446
1360,1,1,0.43659065011430054
263,1,1,0.07952548889229549
1237,0,0,0.8213674804499154
1432,0,0,0.8418634705260155
443,0,1,0.06813381766594795
1002,1,1,0.10934138036448082
1077,0,1,0.4247804348936861
837,1,1,0.33180226965993176
1402,0,0,0.5366984771096731
304,1,0,0.7949589075812891
1227,0,0,0.674656111785872
313,1,1,0.07937265078714517
149,0,0,0.8028769848149261
1148,0,1,0.027092322266463076
574,0,0,0.9780882837532978
50,1,0,0.5250712829357365
1343,1,1,0.26067651229633304
726,0,0,0.650286551514437
833,1,1,0.3329275608703828
1115,1,1,0.19731861749795576
1166,0,1,0.026497262109616115
470,1,1,0.25221918343428895
971,1,1,0.48477154718402427
653,0,0,0.5683766436417781
399,1,1,0.20108051616275557
511,0,0,0.5165563401902709
320,1,1,0.07872657610944445
19,0,0,0.9506488436478667
684,0,0,0.8580349430308334
35,0,0,0.9741946501277297
902,1,0,0.5981891638709376
827,1,1,0.3346190729862015
1407,0,0,0.5351219022199685
407,1,1,0.3462509050000945
920,1,0,0.5926919966583022
537,0,0,0.907404882764478
758,0,0,0.7914794974083987
1062,0,1,0.2614782187407638
1199,1,1,0.1108033005196788
245,0,1,0.08121208022459514
1127,1,1,0.19492011705617318
784,0,0,0.9174036896115378
489,0,0,0.5836529972250784
154,1,0,0.7901223120521373
961,0,1,0.4879386774028571
853,0,0,0.5221524392681338
625,0,0,0.8179446746737473
685,0,0,0.857880440898305
569,0,0,0.9782237277451477
1489,0,0,0.7862133111758702
17,0,0,0.9268258900218995
127,1,1,0.05044222223695061
1540,1,1,0.30077472301116104
927,0,0,0.754056934260079
980,1,1,0.4819221681489908
1536,1,1,0.30184232022501123
190,0,0,0.9366718280477193
1139,1,1,0.3363889599170964
992,0,0,0.6607371075138473
1529,1,1,0.3037157791128249
1308,1,0,0.8689968582952091
606,0,0,0.6840474137948491
180,0,0,0.9749024053178683
301,0,0,0.7955781636939185
496,1,1,0.24078394070837905
1350,1,1,0.43971164353263514
1313,0,0,0.8682735283875566
1293,0,0,0.7607868086989849
517,1,0,0.970166449396435
1069,1,1,0.4272605211807563
476,1,1,0.25078721079140465
157,1,0,0.7894909016423035
1243,0,0,0.820248658266893
1195,1,1,0.11130393243448156
16,0,0,0.929815429384177
1072,0,1,0.4263300532587676
1543,1,1,0.29997543894722356
546,0,0,0.9560576496940039
658,0,0,0.5668208610284213
1386,1,0,0.6144754192242227
1019,0,0,0.6465740660268662
1314,0,0,0.8681284564865153
959,1,1,0.29844438470643075
1472,0,0,0.6386858277132036
283,1,1,0.4162700104067487
797,0,0,0.9161462025782604
225,0,1,0.32253967413860973
26,0,0,0.817178176018791
437,0,1,0.06861837526137637
1523,1,1,0.16368570502599755
229,1,1,0.32143257546280357
37,1,0,0.9521063055012354
749,0,0,0.7933563716336741
1045,1,1,0.13874600195603748
469,1,1,0.2524583716330624
1538,1,1,0.30130825268889205
1539,1,1,0.301041420561317
687,0,0,0.8575710157705685
1441,0,0,0.84033850526892
639,0,0,0.815286689286083
1353,1,1,0.4387748332604009
1218,0,0,0.6771555891805765
1158,0,1,0.026760147258310996
1307,1,0,0.7575416905461129
1426,0,0,0.7161875978355805
800,0,0,0.9158535535362826
160,1,1,0.05044222223978556
956,1,1,0.2992413331497834
1186,1,1,0.0562413767993859
821,0,1,0.3363148463548651
1329,1,1,0.26411171714272175
877,0,0,0.6926159673107716
913,0,0,0.5948326237380656
152,0,0,0.7905424790311507
1436,0,0,0.8411871735868384
509,0,0,0.8731211586080999
1135,1,1,0.33752194920682066
1250,1,0,0.905791239172831
1315,0,0,0.8679832491082431
103,1,1,0.43954032821717304
586,0,1,0.49719841893621386
1388,0,0,0.5411088860626592
1143,1,1,0.33525784915766377
53,0,0,0.9039287374156106
151,0,0,0.790752330537858
403,1,1,0.20026707686776324
1520,1,1,0.1642070291290092
207,0,1,0.3275461699174822
1480,1,0,0.6363420265290295
1122,1,1,0.1959167971951753
1377,1,0,0.6171748886573174
8,0,0,0.8124236271512153
1014,0,0,0.8148898962145034
1406,0,0,0.535437274369823
1060,0,1,0.26196815801047335
452,1,1,0.13965862299135012
253,1,1,0.08045849504765856
896,1,1,0.40048009464942846
1566,1,1,0.4694289248641329
880,0,0,0.6918056339190215
1476,1,0,0.6375147443618961
623,0,0,0.8183219496695581
345,1,1,0.2832623528060858
1345,1,1,0.26018813706684607
262,1,1,0.24592260572314362
1321,0,0,0.8671091557344759
150,0,0,0.802676258643081
472,1,1,0.251741257772212
640,1,0,0.815095689430136
1552,1,1,0.47385192226560624
1473,0,0,0.6383932107443213
550,0,0,0.9558441078808854
928,0,0,0.7538217384988649
488,0,1,0.06289205048893898
1419,0,0,0.7179880096452551
1171,1,1,0.057259326700757174
146,0,0,0.8034782388349498
402,1,1,0.20047020518101044
954,1,1,0.2997733089482203
1468,0,0,0.6398552649708771
659,1,0,0.5665095453332984
463,1,1,0.13799138270178812
186,0,0,0.8220915286644838
1147,1,1,0.3341286267685387
1224,0,0,0.675490385124937
608,0,0,0.683499147529191
143,0,0,0.8040781064624656
751,0,0,0.7929403708186521
981,0,0,0.6638562069073499
197,1,1,0.33034470436952335
883,1,1,0.40444362234026543
279,1,1,0.15974870698506205
293,0,0,0.5994934161562753
1427,0,0,0.7159298303835299
400,1,1,0.20087692481622366
122,1,1,0.05047259332667475
1207,1,1,0.10980794830986773
202,1,1,0.32894391988824867
835,1,1,0.33236467610922704
246,1,1,0.08111753137420041
1485,1,0,0.6348738485592266
1471,0,0,0.6389783418008681
1153,0,1,0.026925736697697267
384,0,1,0.10251978393421912
1381,1,0,0.6159760056922386
854,0,0,0.5218361024470607
219,0,1,0.32420405892714754
641,1,0,0.572104965688082
1,0,0,0.9827340114727487
112,0,1,0.4606428578226107
698,0,0,0.8558591248743679
1494,0,0,0.7851459063001598
951,1,1,0.30057228568718486
1376,0,0,0.6174743874096238
1291,0,0,0.7612479581556614
1416,0,0,0.7187574881575514
441,1,1,0.06829498342981455
1136,1,1,0.3372385263133658
1256,0,0,0.9051401175445516
663,0,0,0.7448916620111132
1435,0,0,0.8413564674691654
1257,0,0,0.9050312063836407
