y_test;y_test_pred;y_test_pred_proba
1;1;0.44975460172763776
1;0;0.6309866462357722
0;1;0.44672365603430975
1;0;0.6301802465074456
1;0;0.6312216024046443
0;1;0.5096128326996844
0;1;0.49236320929177396
0;0;0.6253900290006434
1;1;0.4497790066928425
0;0;0.6238914214260408
0;0;0.6460458863941204
0;1;0.446124568252759
1;0;0.7019816390917016
1;1;0.3765123184144367
0;0;0.6237536111109396
0;0;0.5340008064051863
0;1;0.3846339223261478
0;1;0.2705766330045205
1;1;0.4494654806605057
1;1;0.27087393081454736
0;0;0.6870998413793862
1;0;0.6310000418241812
0;1;0.49281757099799206
0;0;0.749368668137605
0;0;0.6411484157195264
0;0;0.7247014072111997
0;0;0.6243696192822169
1;1;0.44974230263504666
0;1;0.46895229586498405
1;1;0.4519685676730382
1;0;0.6309136290673898
0;1;0.3532069049241374
0;0;0.5439392909760605
1;1;0.3525764023724523
0;1;0.4924567539886557
1;1;0.4188092812607188
1;1;0.3296282563052341
1;1;0.43458193217353686
1;1;0.3683333278416676
0;1;0.3166664159992342
0;0;0.6246065408905298
0;0;0.5412594900584813
1;1;0.43677795324751445
1;1;0.4490445454169466
0;1;0.4181222691838618
0;0;0.7078632940081582
1;1;0.31805242267342443
0;1;0.31930817566367375
1;1;0.43625628717963266
0;1;0.41858919393064775
1;0;0.6662213649066688
1;0;0.6405483783351471
1;1;0.43630255139140156
1;1;0.44951873113458085
0;0;0.5428279322343833
0;0;0.7101218896058451
1;1;0.3684991946432001
0;0;0.7106272762003552
1;1;0.4372827722325287
1;1;0.3520720903609021
1;1;0.4360705542777908
0;1;0.35316973871929236
1;1;0.44947889024603566
0;0;0.7074305939213642
0;1;0.35324856727290954
0;0;0.5394261192670009
0;0;0.6202762672884806
1;1;0.44903332924999045
1;1;0.36880023594738137
1;0;0.6789522482324964
1;1;0.44907781006342873
1;1;0.43647554141346506
1;1;0.35158691032785405
1;0;0.5613753049251923
1;0;0.554774708078192
1;1;0.4325236024107486
0;0;0.5297297187492359
0;0;0.620653484013931
1;1;0.3769138415014798
0;1;0.4383820361097734
1;1;0.2691517060264492
0;1;0.3163663472142038
1;1;0.5099896516529789
0;0;0.5261637105386975
1;1;0.43628749692912655
1;1;0.36799546062612365
0;1;0.2717178452319104
0;1;0.5097178007306448
1;1;0.31670008294228225
0;0;0.624875148707076
0;0;0.6223782406285954
1;1;0.4344575978837615
1;0;0.7535735663529674
0;1;0.35269674628874703
0;0;0.5359207235883982
1;0;0.6318609501720042
0;0;0.7207843716453102
1;0;0.6449690067888109
1;1;0.44945200640709493
1;0;0.8404186878826949
0;1;0.5096766968278511
1;1;0.4335222432503094
1;1;0.4364252373259512
0;0;0.5339356527131067
0;0;0.6312051213034324
1;1;0.3516312455908212
0;0;0.683401224030868
0;1;0.43691021096386784
0;0;0.7082934902773296
0;1;0.2717767959881676
1;1;0.43622501199532576
1;1;0.31672951578719505
0;0;0.7102976127432918
0;0;0.5278677844581618
1;0;0.629066212517831
0;0;0.5268473093032671
1;1;0.4364425641271322
0;1;0.4468433261906134
0;0;0.5279808040983062
1;0;0.632070377195386
0;0;0.6205670241932885
0;0;0.5305186861476482
1;1;0.3684613543061199
1;1;0.36832353335992934
1;1;0.4497299391155877
1;1;0.32145661759092115
1;1;0.368279474754062
0;0;0.5739306313348319
1;0;0.5188206367976801
1;1;0.41798266466726564
0;0;0.5397404893103972
1;0;0.6223104161220494
0;1;0.44636435052321755
1;0;0.6314227318071769
1;0;0.6302552543751786
0;1;0.3528298542146088
0;1;0.31610912838302097
1;1;0.3169818228981236
0;1;0.4371946356048099
1;1;0.2708144873074587
0;0;0.6210678801952115
0;1;0.49249545418500745
0;1;0.44624448387394855
0;1;0.41794760585980867
0;0;0.6312777541947024
0;0;0.5292816675714825
0;0;0.6203896371747811
0;0;0.7112003380614896
0;0;0.5415697222946845
0;0;0.5305064823135092
0;0;0.7073504236560847
1;1;0.441724225192758
1;0;0.618850337050751
1;0;0.5330192511689625
1;1;0.37675038595794497
0;0;0.6214057300270164
0;0;0.6240011041238234
0;0;0.5464580906256175
0;1;0.44908877038096356
1;1;0.43635238512274244
1;0;0.6021465164112982
0;0;0.6381222520907742
1;1;0.4369155292808201
1;1;0.37658487181832145
0;0;0.710132181041502
0;0;0.7086850026097045
0;0;0.6317115344827856
0;0;0.6233482728780366
0;0;0.6317742364191508
0;1;0.32909712577727684
1;0;0.705332972847457
1;1;0.4354510582555063
0;1;0.27063610852854364
1;0;0.6200777911947806
0;0;0.5328577455538418
1;1;0.4506795069813137
1;1;0.4361059393846636
1;1;0.3166034024135416
1;0;0.6870972625029981
1;1;0.3171909690532216
0;1;0.49253811562876815
0;0;0.535182539462754
0;0;0.5312731560482801
1;1;0.44928968479989595
1;1;0.44916370369842695
0;0;0.6036692043364026
0;0;0.5296178176362819
1;1;0.44112301043536134
0;1;0.509645096166065
0;1;0.4923784808485666
1;1;0.3689263702622547
0;1;0.31912008671753883
0;0;0.5269609878045304
1;1;0.3166647241728768
0;0;0.7085504062837292
0;0;0.6249839768345962
1;1;0.319245490394438
1;1;0.44588459033657313
0;1;0.4373404822677901
0;1;0.41780674001070567
1;0;0.6319988006823908
0;0;0.6215982001468588
1;0;0.6304049814711505
1;1;0.5101241343452941
0;0;0.6232487416367295
0;0;0.6209550750994335
1;1;0.26986692430642567
1;0;0.5890957462112687
1;0;0.7019430983510089
0;0;0.5340147662773096
1;1;0.44244409875700447
1;1;0.44220433362874345
1;1;0.5100712332029744
1;0;0.6151581839857537
0;1;0.47142080898852423
1;1;0.4403999796183297
1;0;0.6257007316881286
0;1;0.44912126786598927
1;0;0.7183041859963851
1;1;0.5099053918156772
0;0;0.5293937919814033
0;0;0.7184552430399075
0;1;0.41855690328333955
1;1;0.36745871274350783
0;0;0.6219388497049511
0;1;0.4367135656673542
0;0;0.5276415248093055
1;1;0.35154252955988213
1;0;0.7532391136142328
0;0;0.708035672964156
1;1;0.43688231451429177
0;0;0.5463647553466564
1;1;0.43745918607606327
1;1;0.4362291844267019
1;1;0.3684114786439846
0;0;0.5425231115133294
1;1;0.3171561622499239
1;1;0.43689803395519783
0;0;0.7098001175489939
1;1;0.47090609910532466
1;1;0.509326024322487
0;1;0.4184596533798785
0;0;0.5323619230247972
1;0;0.6953934702884035
1;0;0.6314422974843908
1;1;0.4503554303614944
1;1;0.31993212401186166
1;1;0.441363639820019
0;1;0.4183567431127336
1;0;0.6197290097478155
1;1;0.43582288729132257
1;1;0.3770110543327093
0;0;0.6775604202747186
1;0;0.5410944032545777
0;0;0.6201628033652954
0;0;0.6218538315315588
1;1;0.4312714983303713
0;1;0.4373694552802859
0;0;0.5342575131184754
1;1;0.4381380761534753
1;1;0.43710365951046654
1;0;0.6298255845613381
1;1;0.3187436139998716
1;1;0.3764826515413067
1;1;0.41813139277332456
0;0;0.7055203350248869
1;1;0.36823535884858466
0;1;0.4711590949143423
1;1;0.3677281164973956
1;0;0.6023665277505942
