y_train;y_train_pred;y_train_pred_proba
1;1;0.33236467610899567
1;1;0.08111753137413646
1;0;0.6348738485591106
0;0;0.6389783418007264
0;1;0.026925736697663627
0;1;0.10251978393409711
1;0;0.6159760056921605
0;0;0.5218361024470275
0;1;0.3242040589270093
1;0;0.5721049656879242
0;0;0.9827340114727409
0;1;0.4606428578218754
0;0;0.8558591248743848
0;0;0.7851459063000537
1;1;0.30057228568694183
0;0;0.6174743874095459
0;0;0.7612479581555988
0;0;0.7187574881574845
1;1;0.06829498342972273
1;1;0.33723852631320783
0;0;0.9051401175445415
0;0;0.7448916620111635
0;0;0.8413564674691042
0;0;0.9050312063836208
0;0;0.540164316653635
1;1;0.07900287425857044
0;0;0.5699310781678493
0;1;0.45831053791200116
1;0;0.6156760639699068
1;0;0.5895114925400594
1;1;0.4844548972224567
0;0;0.8175667908837376
0;0;0.8166194162545238
1;0;0.7577744743156511
0;0;0.906007388290045
1;1;0.16299267796654593
0;0;0.9053576044788478
1;0;0.618970539193813
1;1;0.4384626597826997
0;0;0.7829994999609454
0;0;0.8394861672007407
0;0;0.9163407879501395
0;0;0.5708630795509317
0;1;0.3426683729420724
0;0;0.9555219384407051
0;0;0.8584976085043777
0;0;0.9780066224084695
1;1;0.19852618777981523
0;0;0.9040459598557415
1;1;0.056443595887334386
0;0;0.9087804041213539
0;1;0.26221334958915443
0;0;0.9070848206114562
1;1;0.11142939919912254
0;0;0.7935641401341766
1;1;0.44764923822550184
1;1;0.2488863451605643
0;0;0.8742086115890719
1;0;0.5756890150611549
0;0;0.9783851802647233
0;0;0.9042656900572563
0;0;0.7948075048055118
0;0;0.6963817839811571
1;1;0.4020030181122516
1;1;0.139809881381316
1;1;0.3278254762769991
1;1;0.20250997854928054
0;0;0.916437926692405
0;0;0.6945021257678032
1;1;0.20148816197334884
0;0;0.8349888708398576
0;0;0.8406784125923918
0;0;0.8206222057727579
1;1;0.14134155114627622
1;0;0.5717945786826
0;0;0.6824010847536742
1;1;0.29817900639922956
0;0;0.6505748120776227
0;0;0.8581893049647826
1;0;0.6984657703102333
0;0;0.9583680420991065
1;1;0.3465379417766463
0;0;0.7059250046670456
0;1;0.4266401516232212
0;1;0.262949811341601
0;0;0.7535863913191254
1;0;0.8327054669627303
1;1;0.32950387056206376
0;0;0.9851750269204965
0;1;0.2641802004668401
0;0;0.9313593393932481
0;0;0.9031246961141397
1;1;0.32115611345896233
1;1;0.1032218011135374
1;0;0.6010144529949057
1;1;0.3431009205924159
1;1;0.20271480515965767
0;1;0.49529682756922266
0;1;0.0266283891484147
0;1;0.42199486348392923
0;0;0.570241800710168
0;1;0.026958973941033748
1;1;0.4344089237926333
1;0;0.7767097231559978
0;0;0.7704376896712595
0;0;0.5981188476438628
1;1;0.05664649842402669
0;1;0.26098887173913465
1;1;0.13039708577472242
1;1;0.10310450356702983
1;0;0.6513286829162561
0;0;0.8355122453846717
0;1;0.3250379247155277
0;0;0.9167287281566824
0;1;0.4250902413301907
0;0;0.6923459878443736
1;1;0.15811362158093067
1;1;0.4551647759448383
0;1;0.2836868167407247
0;0;0.9263104784332874
1;0;0.5916573186998189
1;1;0.13920225474698034
1;1;0.47006050398943333
0;0;0.957808051496246
1;1;0.1614578133556005
1;0;0.6598840028864369
0;1;0.32922383460762883
0;0;0.9495308150550354
0;0;0.6494211112969822
1;1;0.2006734878263038
1;1;0.46051456561971316
1;1;0.3392249336609485
0;0;0.9783314932463572
0;0;0.7195256872888136
1;1;0.26439820312148576
0;0;0.8965570566902201
0;0;0.720037108112121
1;1;0.09991316327616451
0;1;0.32810490459884245
0;0;0.9753005053661745
0;0;0.8334107298293669
0;0;0.8350989453642212
1;1;0.44702237059077865
0;0;0.6369285890268535
1;1;0.3002417320921106
0;0;0.5404792055241288
0;0;0.8217015293688312
1;1;0.4356553189439394
1;1;0.40017573952769914
0;0;0.9783583530351322
1;0;0.6195683699166294
0;0;0.8332346374378865
1;1;0.3181233338158429
0;0;0.9510045006216652
1;1;0.07918756524483728
0;1;0.4927615935636471
1;1;0.20353565625653836
1;0;0.7598626792369622
1;0;0.5424384776441808
1;1;0.3309595594358281
1;0;0.5962890230117182
0;0;0.5705524679161271
0;1;0.16630567199747925
0;1;0.026892539299380958
1;1;0.3334909227418643
0;0;0.9039359257892159
0;0;0.9784119749727733
1;1;0.16316571290866289
0;0;0.8577257985004587
1;1;0.2989755481910412
1;1;0.4823726841501399
1;1;0.4835050232380055
0;0;0.8557026530004715
0;0;0.784074635694465
1;1;0.42461349876199994
0;1;0.42323229358806147
1;1;0.2512639334253475
0;0;0.5212033765117392
0;0;0.7937717540373523
1;1;0.0805523430787991
1;1;0.05592436663698064
1;1;0.2621451944844808
1;1;0.13859570911133745
1;1;0.056376113684376006
1;1;0.16025989490667758
1;1;0.29950725343869755
0;0;0.6779865123461346
1;1;0.20394700873043403
